ID,Labels
1001,0.4200755761296294
1002,0.3868250768392482
1003,0.5756752959835969
1004,0.37151148784438576
1005,0.4275603885715025
1006,0.45350188914362827
1007,0.39160250663062
1008,0.6850793329499413
1009,0.4450349116620278
1010,0.6013185504758248
1011,0.6214736226265224
1012,0.5526148438656264
1013,0.5669446558603622
1014,0.6570106021057521
1015,0.5782436441475629
1016,0.3411396718745535
1017,0.3469264111177431
1018,0.25502579794293617
1019,0.42248206355721946
1020,0.47484168785458386
1021,0.40284750490973853
1022,0.3818172010630058
1023,0.5457617899856455
1024,0.4218659648103425
1025,0.39066974580071306
1026,0.46849294039274825
1027,0.5012868949148733
1028,0.309264672532494
1029,0.49361370429789836
1030,0.3697713884731211
1031,0.363925927790488
1032,0.3196580594109844
1033,0.6787156992840524
1034,0.3746685472510393
1035,0.22045689330768545
1036,0.43002268399548577
1037,0.3661812111117592
1038,0.4792118863810618
1039,0.29206807359728343
1040,0.5468860914582432
1041,0.29301496891094947
1042,0.582936781513383
1043,0.40216072467217673
1044,0.30035296036868203
1045,0.23584802771073596
1046,0.2920924756771829
1047,0.24403440647076677
1048,0.474509958335092
1049,0.5147947012923832
1050,0.3658719156175109
1051,0.7860253454999674
1052,0.2639237702265629
1053,0.4044745965824151
1054,0.5613533340107529
1055,0.3847312062085644
1056,0.5294319762965216
1057,0.26087391732528914
1058,0.3347354088230762
1059,0.6272108617127012
1060,0.4542388161008219
1061,0.4590936534795602
1062,0.27549769852463674
1063,0.36861960709931313
1064,0.6622872573466965
1065,0.7042585608031312
1066,0.4987859765052907
1067,0.7945202020804811
1068,0.6775618006899605
1069,0.6489189482667781
1070,0.33481950225476986
1071,0.3476017241597179
1072,0.5473836531205253
1073,0.6197068068113787
1074,0.4029237069979712
1075,0.5789849001895938
1076,0.5019577224946327
1077,0.3615522455110979
1078,0.28692421816966107
1079,0.5305173008758133
1080,0.23323666704027612
1081,0.3343779110979672
1082,0.35468205728556285
1083,0.7079889919553243
1084,0.5952024402569568
1085,0.5068636435113423
1086,0.7270189142413774
1087,0.7666280297955793
1088,0.3486321606495578
1089,0.46925925690211134
1090,0.3323977902898093
1091,0.7089053180193226
1092,0.6218106562892648
1093,0.6498311470079905
1094,0.7176312807215609
1095,0.6934496615790516
1096,0.6567370035589032
1097,0.5834164462131999
1098,0.4080996344453665
1099,0.4149973028424298
1100,0.4524565879313446
1101,0.6443991819842069
1102,0.23536480846331734
1103,0.6133417067662946
1104,0.3053186019776705
