ID,Labels
1001,0.5034731771311051
1002,0.3318860148163225
1003,0.43324555989595026
1004,0.5265099446038802
1005,0.4283200383074128
1006,0.4954590277121949
1007,0.4730784578730742
1008,0.6376913544349797
1009,0.4863555489537938
1010,0.5458873901411747
1011,0.5668117996643082
1012,0.46200065528291717
1013,0.46905096389180084
1014,0.5915618212283945
1015,0.5231228017861418
1016,0.3317999611978262
1017,0.5406026714139189
1018,0.38418232230244137
1019,0.44323006963027956
1020,0.4592771451752151
1021,0.4602080226264364
1022,0.49903112655963
1023,0.3824879278829498
1024,0.5572963125023841
1025,0.4213260419245692
1026,0.46926945581897095
1027,0.5787704315596511
1028,0.4014757201702658
1029,0.45311549681929014
1030,0.33500216476813466
1031,0.5691812737800253
1032,0.4966959145793056
1033,0.48024859814607773
1034,0.6113269451068235
1035,0.5416025131844949
1036,0.5298650191723251
1037,0.451274899058022
1038,0.485668818200184
1039,0.5482617426827937
1040,0.40541185335526686
1041,0.4467285606496746
1042,0.40743652883717746
1043,0.500928767968113
1044,0.4751894575974063
1045,0.3928321529620916
1046,0.5043018313181128
1047,0.3913152016920918
1048,0.47514099584938
1049,0.4632824890105703
1050,0.5636630045525072
1051,0.541674347861219
1052,0.47324350147847266
1053,0.505807573001426
1054,0.5120695304842282
1055,0.615523715172404
1056,0.4078082942026021
1057,0.5025056632621824
1058,0.48854978142898114
1059,0.40375919653750264
1060,0.39128182205630835
1061,0.5619518391976748
1062,0.357908292691845
1063,0.28425863274258034
1064,0.699613885201533
1065,0.5967954601448868
1066,0.6325283991198688
1067,0.6878560726833639
1068,0.5490887506888873
1069,0.670863108554371
1070,0.3720471346131949
1071,0.37274631560718624
1072,0.6485632273729871
1073,0.685692868790505
1074,0.456225983042471
1075,0.37821546844534915
1076,0.6829549170704379
1077,0.4247891282581764
1078,0.2917452720028479
1079,0.6888760546956059
1080,0.3003511421610281
1081,0.25161889833584994
1082,0.27656010623594157
1083,0.6068969912801112
1084,0.6367309774051437
1085,0.6269526206719781
1086,0.6682647151122685
1087,0.6852471911897305
1088,0.3395907912565383
1089,0.7060656413011716
1090,0.3713096579871639
1091,0.6225313910016598
1092,0.6787512335914535
1093,0.6536363374110828
1094,0.688411704317197
1095,0.6390655538156784
1096,0.6641281251922394
1097,0.6692517048648857
1098,0.33198926808014556
1099,0.3489289087231572
1100,0.2984804992207977
1101,0.6847373025219918
1102,0.34503227710697776
1103,0.6675786815187684
1104,0.3042165149704105
