ID,Labels
1001,0.44367300208821836
1002,0.5616690861686684
1003,0.6021442450566352
1004,0.520557294207753
1005,0.3051420047801644
1006,0.5282914604746262
1007,0.5592155428442269
1008,0.729808426894093
1009,0.5435935188624182
1010,0.6350541912875207
1011,0.7526935368939953
1012,0.40357632023332213
1013,0.465370587688159
1014,0.6439932024010294
1015,0.6844093481448512
1016,0.31041837371891573
1017,0.5304944619210391
1018,0.46754379538336316
1019,0.5803403045824027
1020,0.5891528393855915
1021,0.2448555361452568
1022,0.45945054321211193
1023,0.6546278725698551
1024,0.5634169550342127
1025,0.3469939765413954
1026,0.4553353824628102
1027,0.5258881133807635
1028,0.537273858449183
1029,0.647408238032763
1030,0.46774590772245256
1031,0.577214787146787
1032,0.37329393400357846
1033,0.6219017552687668
1034,0.539406736992289
1035,0.2211673223028169
1036,0.49991552715053683
1037,0.583792805687569
1038,0.5541009745455777
1039,0.7146488408391564
1040,0.5956198788031943
1041,0.3449290651938351
1042,0.35455041672688525
1043,0.5088683240885384
1044,0.545420146969877
1045,0.4060148974906157
1046,0.43428415870404863
1047,0.32346819090843953
1048,0.34073295404303516
1049,0.5487924482354408
1050,0.45083406256833564
1051,0.7102590894931462
1052,0.2930373006785571
1053,0.3863966817873833
1054,0.5243405200604817
1055,0.5538226082858242
1056,0.49201120536766146
1057,0.32184718266749196
1058,0.28617122553797725
1059,0.5139055278195224
1060,0.29056825739819536
1061,0.7464263673207718
1062,0.29956593490558125
1063,0.4199832857042086
1064,0.7552238581018408
1065,0.7603794399674499
1066,0.7014965004533094
1067,0.6605835251995625
1068,0.6072379772052466
1069,0.52355539273371
1070,0.2814435462629184
1071,0.3412340397352021
1072,0.5756693373766653
1073,0.554723103824059
1074,0.37638040706931414
1075,0.3919294924928765
1076,0.3991237619222617
1077,0.4887751505275581
1078,0.3476905946282178
1079,0.5886559312613319
1080,0.2522853141663073
1081,0.3691333299428103
1082,0.3583023556248336
1083,0.5925099235832489
1084,0.5386823735502688
1085,0.558393952270765
1086,0.5879925810904819
1087,0.7107761854238244
1088,0.39611679283556217
1089,0.5913730559105216
1090,0.4033469430663719
1091,0.6425037074914186
1092,0.6308284172342735
1093,0.6125512758570806
1094,0.73199021171205
1095,0.7088049210959381
1096,0.7507303916441888
1097,0.5296874636190487
1098,0.3852045914577896
1099,0.31262465959870156
1100,0.42964735937487736
1101,0.66869991397861
1102,0.30702606752281303
1103,0.5748811404163435
1104,0.349506703366265
